simulation,mass1,radius1,logg1,mass2,radius2,logg2
06027,1.10668,0.79079,4.68597,0.23008,2.00118,3.19737
06028,1.33117,3.72956,3.41899,1.50935,0.93980,4.67079
06029,1.07952,0.56658,4.96477,0.82858,1.23419,4.17364
06030,1.10934,1.31076,4.24808,0.87837,4.14849,3.14596
06031,1.28820,4.44686,3.25194,1.87879,1.45957,4.38350
06032,1.39548,1.80495,4.06986,0.88189,4.09152,3.15971
06033,1.07547,2.91198,3.54129,1.19278,1.29785,4.28818
06034,1.28206,1.34076,4.29127,1.16877,4.09167,3.28199
06035,1.08090,1.99543,3.87178,0.53216,2.55111,3.35065
06036,1.21294,3.58617,3.41265,1.17011,0.60264,4.94618
06037,1.17264,3.02881,3.54469,0.64152,0.76639,4.47639
06038,1.24108,3.03632,3.56717,1.57783,1.39111,4.34941
06039,1.00317,0.60380,4.87765,1.21971,2.78947,3.63328
06040,1.15775,4.15411,3.26473,0.49116,0.36718,4.99953
06041,1.37392,0.78629,4.78486,0.59439,2.99547,3.25921
06042,1.30843,1.43713,4.23983,0.71094,3.08824,3.31048
06043,1.24014,5.04347,3.12608,0.83142,2.16970,3.68509
06044,1.23176,2.17232,3.85474,1.41385,5.46527,3.11325
06045,1.27617,5.59850,3.04783,0.21309,0.78810,3.97346
06046,1.14465,4.95044,3.10745,0.72702,3.07786,3.32312
06047,1.07294,1.99135,3.87035,0.30950,0.91792,4.00312
06048,1.05150,4.10433,3.23339,0.12269,0.30406,4.56095
06049,1.13993,2.23742,3.79545,0.92799,3.02247,3.44488
06050,1.19236,1.69332,4.05700,0.31048,0.43514,4.65284
06051,1.33809,1.08396,4.49452,1.95745,6.70533,3.07692
06052,1.26462,1.12109,4.44074,1.87322,2.67717,3.85530
06053,1.00113,3.99070,3.23646,0.19333,0.24120,4.95961
06054,1.01727,4.33081,3.17236,1.24523,3.34432,3.48470
06055,1.02659,0.77304,4.67305,0.57625,2.47867,3.41024
06056,1.09971,1.75550,3.99054,1.20011,0.70608,4.81958
06057,1.30655,1.44688,4.23333,0.29529,0.44376,4.61401
06058,1.37313,3.94366,3.38398,0.81538,1.68218,3.89768
06059,1.28021,1.62152,4.12550,0.37666,2.67223,3.16027
06060,1.28868,2.23777,3.84858,1.00490,0.76579,4.67197
06061,1.19194,5.21274,3.08019,0.55454,2.42099,3.41402
06062,1.00469,3.11156,3.45414,0.25336,0.29667,4.89727
06063,1.02442,0.63193,4.84722,1.02805,1.24509,4.25968
06064,1.21993,2.82522,3.62230,1.70341,0.83070,4.83050
06065,1.07014,0.83677,4.62230,0.17332,1.60456,3.26620
06066,1.09858,0.91381,4.55718,1.07790,1.02438,4.44973
06067,1.02374,0.53211,4.99625,0.54184,2.10498,3.52545
06068,1.33262,3.59314,3.45183,1.10674,2.67604,3.62713
06069,1.15380,3.27204,3.47056,0.77982,1.60816,3.91740
06070,1.24330,3.01053,3.57536,1.25136,3.00161,3.58074
06071,1.16586,0.60793,4.93700,0.70576,2.81176,3.38877
06072,1.34349,0.84203,4.71565,1.24424,0.68936,4.85608
06073,1.35011,1.21659,4.39815,1.24892,0.95324,4.57620
06074,1.20430,1.34474,4.26153,0.16728,0.45614,4.34333
06075,1.09270,0.71718,4.76531,0.80082,1.16305,4.21041
06076,1.35765,0.78273,4.78363,0.44060,0.89281,4.18060
06077,1.26724,0.64585,4.92066,0.77504,2.16491,3.65651
06078,1.10748,4.63905,3.14954,0.38041,0.46267,4.68777
06079,1.22470,1.10028,4.44309,0.24983,1.85789,3.29767
06080,1.04555,3.58673,3.34802,0.48784,0.95014,4.17077
06081,1.34868,0.88509,4.67400,1.21228,0.83924,4.67389
06082,1.04592,0.71806,4.74524,0.27987,1.26598,3.68017
06083,1.32509,0.71637,4.85004,0.46920,3.21406,3.09532
06084,1.28194,1.69099,4.08966,0.48579,0.50383,4.71994
06085,1.23571,0.95256,4.57220,0.91706,1.62070,3.98106
06086,1.05380,2.56335,3.64321,0.86731,3.16019,3.37682
06087,1.18719,2.54865,3.69997,0.50991,3.15083,3.14871
06088,1.18076,5.05640,3.10254,0.19917,0.33648,4.68337
06089,1.16865,2.94906,3.56639,1.27082,2.87342,3.62535
06090,1.26694,1.46332,4.21015,0.89983,1.18335,4.24600
06091,1.23149,0.72006,4.81376,0.41616,1.15026,3.93574
06092,1.04529,0.58311,4.92581,0.27305,0.29833,4.92491
06093,1.38423,2.84438,3.67130,0.17125,1.39272,3.38398
06094,1.24233,5.08836,3.11915,0.69969,2.14263,3.62108
06095,1.19626,1.03534,4.48573,1.07825,0.92668,4.53692
06096,1.34519,2.47934,3.77818,0.23931,0.63343,4.21363
06097,1.21814,4.43702,3.22958,1.47757,4.89264,3.22853
06098,1.08866,0.64088,4.86141,0.69968,4.17593,3.04146
06099,1.06619,4.54166,3.15147,0.16774,0.31459,4.66720
06100,1.31787,0.79125,4.76131,0.96943,1.29055,4.20304
06101,1.09740,1.92860,3.90795,0.96871,2.49071,3.63161
06102,1.29510,5.41536,3.08311,0.33838,0.96648,3.99710
06103,1.10029,0.56052,4.98240,0.65520,0.86739,4.37802
06104,1.32626,0.79521,4.75973,0.36767,0.50507,4.59682
06105,1.30787,1.47153,4.21910,1.67687,1.25731,4.46368
06106,1.22726,0.84341,4.67493,0.29361,2.55219,3.09202
06107,1.22823,1.04119,4.49229,1.78848,5.41170,3.22388
06108,1.32624,1.32338,4.31732,0.43094,1.70494,3.60906
06109,1.01182,0.58691,4.90603,1.08553,1.15425,4.34911
06110,1.17362,4.52985,3.19543,1.13954,0.95128,4.53818
06111,1.25216,1.66231,4.09430,0.94574,0.85841,4.54644
06112,1.10122,4.45166,3.18290,0.55716,0.42527,4.92671
06113,1.25587,2.45682,3.75627,1.37489,4.41908,3.28567
06114,1.30540,0.83368,4.71181,1.02894,1.18723,4.30138
06115,1.34299,5.35027,3.10939,0.98319,1.21679,4.26027
06116,1.37813,0.78116,4.79188,0.89120,4.77566,3.02998
06117,1.04386,0.56936,4.94593,0.38185,0.55342,4.53386
06118,1.38159,1.15980,4.44968,1.87518,1.54995,4.33048
06119,1.10023,4.04177,3.26641,0.74485,2.00153,3.70741
06120,1.17958,5.11564,3.09199,1.69655,2.65502,3.81950
06121,1.30702,1.34211,4.29877,0.49526,0.95866,4.16958
06122,1.17587,0.65834,4.87153,0.87106,3.55239,3.27707
06123,1.13788,3.77186,3.34105,0.35651,0.94769,4.03681
06124,1.06175,4.73719,3.11305,1.29210,1.14014,4.43545
06125,1.33021,2.39990,3.80160,1.67496,1.09585,4.58257
06126,1.38446,2.50820,3.78063,0.41681,1.80887,3.54319
06127,1.06616,4.10046,3.24023,0.25924,1.24677,3.66020
06128,1.18529,1.20391,4.35071,1.23766,0.81018,4.71350
06129,1.13883,1.32582,4.24956,1.65421,1.58676,4.25563
06130,1.37820,2.96095,3.63452,1.34029,3.84993,3.39436
06131,1.16312,2.60580,3.67181,1.31714,0.63134,4.95718
06132,1.23660,1.01502,4.51735,1.43477,4.81150,3.23029
06133,1.23345,1.46194,4.19933,0.23222,1.66729,3.35995
06134,1.18112,1.35838,4.24432,0.43858,2.46646,3.29596
06135,1.25641,3.35865,3.48487,0.91811,1.03153,4.37400
06136,1.02954,1.58092,4.05289,0.66829,0.74500,4.51872
06137,1.18599,5.50093,3.03127,1.69064,1.16571,4.53294
06138,1.39360,5.16421,3.15620,2.00587,2.08350,4.10278
06139,1.04563,0.60581,4.89277,0.37702,1.09109,3.93871
06140,1.21186,4.12667,3.29032,1.27710,4.01119,3.33775
06141,1.02009,1.41223,4.14690,0.70110,0.84744,4.42763
06142,1.10395,1.81175,3.96482,1.55894,2.09637,3.98796
06143,1.30916,1.91679,3.98991,1.67998,3.02340,3.70238
06144,1.13230,3.96069,3.29649,1.21705,2.16940,3.85070
06145,1.08265,0.75982,4.71114,1.39396,2.89136,3.66011
06146,1.05985,2.26042,3.75494,0.89934,2.52515,3.58742
06147,1.05668,1.72276,3.98956,0.67334,0.59210,4.72152
06148,1.01874,3.27681,3.41523,0.55408,0.53931,4.71797
06149,1.03481,1.30863,4.21930,0.51330,1.13918,4.03525
06150,1.04115,4.69478,3.11235,0.55689,0.92547,4.25111
06151,1.22710,2.25539,3.82051,0.85809,0.50706,4.96148
06152,1.22158,2.29545,3.80325,1.15832,3.16197,3.50198
06153,1.21860,2.69392,3.66316,0.31707,1.55119,3.55789
06154,1.20091,1.33324,4.26776,0.50044,1.10624,4.04972
06155,1.13807,1.70924,4.02863,0.96269,5.11587,3.00372
06156,1.36582,1.09106,4.49777,1.34481,1.25437,4.36987
06157,1.38550,0.83827,4.73290,1.14566,2.06742,3.86626
06158,1.10275,4.53023,3.16830,0.37581,0.43520,4.73566
06159,1.11695,1.74942,4.00031,0.94601,0.51704,4.98691
06160,1.26037,4.48271,3.23549,0.15760,1.74519,3.15194
06161,1.20926,0.82759,4.68496,1.09761,0.72848,4.75369
06162,1.09392,1.70428,4.01397,0.11323,0.62264,3.90355
06163,1.07726,1.15973,4.34168,1.11436,0.59074,4.94230
06164,1.06922,0.69624,4.78161,1.53320,1.43044,4.31273
06165,1.28921,5.18682,3.11859,1.68430,1.36140,4.39652
06166,1.23868,0.70033,4.84042,0.70440,4.16683,3.04628
06167,1.09709,1.77082,3.98196,0.77994,2.75311,3.45048
06168,1.19341,5.60407,3.01785,0.71020,4.21403,3.04005
06169,1.10758,1.07517,4.41949,1.62456,0.76988,4.87595
06170,1.00681,2.36676,3.69271,1.01509,2.31031,3.71723
06171,1.38451,0.72691,4.85640,1.11477,2.54936,3.67239
06172,1.37317,3.31375,3.53515,1.82899,5.96982,3.14836
06173,1.00260,1.28525,4.22122,1.14863,2.27862,3.78290
06174,1.28159,0.98142,4.56211,1.05735,1.62873,4.03859
06175,1.18514,1.23547,4.32818,0.86658,1.93731,3.80148
06176,1.35857,2.37222,3.82084,2.00007,1.40471,4.44394
06177,1.39982,1.58890,4.18195,1.64493,1.22569,4.47746
06178,1.17157,0.85351,4.64442,1.04981,3.57334,3.35303
06179,1.18214,2.67955,3.65461,0.67267,1.87964,3.71772
06180,1.17446,0.91769,4.58252,0.77774,0.62081,4.74299
06181,1.15526,4.80241,3.13783,1.28841,2.67441,3.69367
06182,1.11357,2.91112,3.55667,1.47189,2.03099,3.99052
06183,1.12604,2.34712,3.74855,1.39446,3.84491,3.41270
06184,1.32908,1.26904,4.35467,1.33970,0.93616,4.62238
06185,1.28819,1.33448,4.29742,1.28963,0.75049,4.79784
06186,1.05714,2.27266,3.74913,1.34297,2.04748,3.94369
06187,1.21909,0.87848,4.63664,1.64054,1.73824,4.17283
06188,1.37909,0.72148,4.86121,1.62904,3.71244,3.51068
06189,1.33371,1.01533,4.54992,0.69287,2.34719,3.53763
06190,1.14350,0.83889,4.64889,1.29666,1.46356,4.22007
06191,1.06290,3.92958,3.27587,0.43189,1.08558,4.00212
06192,1.30858,0.72537,4.83375,1.91833,5.93284,3.17447
06193,1.02083,1.43808,4.13145,0.68056,2.41863,3.50379
06194,1.17302,1.23475,4.32421,0.73463,0.47689,4.94730
06195,1.07548,4.56768,3.15028,1.59497,1.37278,4.36562
06196,1.09557,0.92469,4.54571,1.50350,0.64929,4.99030
06197,1.29360,1.13352,4.44101,0.13201,0.80041,3.75206
06198,1.05816,1.03615,4.43177,0.84609,1.04304,4.32888
06199,1.36477,3.60471,3.45938,1.97513,1.84537,4.20150
06200,1.13121,2.21751,3.79988,1.64594,1.56622,4.26478
06201,1.06882,3.10017,3.48420,0.48696,0.42280,4.87330
06202,1.14791,1.13702,4.38644,1.65848,4.64046,3.32465
06203,1.00800,2.46213,3.65890,0.98286,1.80414,3.91802
06204,1.21223,1.23256,4.34003,1.01687,3.19243,3.43709
06205,1.05377,0.70193,4.76823,0.96827,3.89010,3.24414
06206,1.05925,3.57043,3.35763,0.54981,1.81542,3.66033
06207,1.34857,1.89171,4.01423,1.29219,2.63378,3.70823
06208,1.12912,4.71151,3.14449,1.36674,2.30788,3.84733
06209,1.33097,1.21137,4.39568,1.79531,4.22118,3.44134
06210,1.06455,0.98925,4.47462,1.49798,4.79502,3.25199
06211,1.28378,0.67143,4.89255,0.36299,0.59047,4.45557
06212,1.35936,0.80106,4.76407,0.16928,1.22493,3.49045
06213,1.13129,1.94743,3.91272,0.84505,3.22788,3.34712
06214,1.26308,2.91647,3.60978,1.03238,0.70495,4.75559
06215,1.02201,0.82904,4.61038,0.27695,2.05687,3.25406
06216,1.32340,1.19677,4.40374,0.32669,1.19674,3.79621
06217,1.27281,0.75743,4.78415,1.27751,4.76565,3.18819
06218,1.32472,2.66787,3.70786,1.25233,1.62357,4.11484
06219,1.22109,1.01757,4.50968,0.27788,2.72040,3.01265
06220,1.04442,2.07115,3.82452,0.86251,0.70638,4.67575
06221,1.14228,0.86323,4.62358,0.96029,0.78150,4.63461
06222,1.34231,0.83541,4.72212,0.94416,1.28512,4.19522
06223,1.02110,1.96494,3.86044,0.71566,2.11798,3.64093
06224,1.15360,1.14709,4.38093,1.15421,4.57728,3.17914
06225,1.25223,1.43949,4.21934,0.89627,1.78157,3.88890
06226,1.10126,3.31796,3.43822,0.72101,2.01513,3.68741
06227,1.37245,2.55496,3.76079,0.29911,0.53800,4.45233
06228,1.19285,0.68489,4.84341,1.01180,4.37800,3.16061
06229,1.39181,5.89896,3.04010,0.53023,1.92639,3.59304
06230,1.03005,1.36968,4.17769,0.11818,0.43857,4.22653
06231,1.22182,4.72102,3.17700,0.16914,0.49605,4.27527
06232,1.10507,4.33384,3.20771,1.45161,0.94677,4.64743
06233,1.17093,1.15049,4.38483,0.74846,0.81845,4.48625
06234,1.16231,0.84269,4.65205,1.64615,0.79406,4.85483
06235,1.31141,1.47073,4.22074,0.78637,1.35218,4.07162
06236,1.37820,1.59848,4.16996,0.52540,3.23254,3.13947
06237,1.01924,0.57080,4.93338,0.22494,1.46357,3.45931
06238,1.33091,2.13740,3.90245,1.96395,2.55243,3.91729
06239,1.14270,0.90468,4.58301,1.30095,1.72305,4.07974
06240,1.16371,3.66282,3.37628,0.74431,0.85160,4.44935
06241,1.12614,4.60563,3.16308,0.24690,1.08935,3.75624
06242,1.09504,0.63250,4.87538,1.63373,6.67136,3.00282
06243,1.21762,3.42039,3.45543,0.15593,1.72120,3.15933
06244,1.11783,2.87490,3.56920,1.14780,2.55876,3.68187
06245,1.32047,0.71710,4.84763,1.15358,3.61142,3.38476
06246,1.24863,3.86003,3.36132,0.64713,0.54737,4.77250
06247,1.13083,1.12358,4.39026,1.60507,5.11090,3.22657
06248,1.20626,1.97292,3.92929,0.16901,2.05277,3.04130
06249,1.34999,0.72074,4.85285,1.98050,3.05607,3.76452
06250,1.22783,4.46375,3.22781,1.52302,1.67135,4.17464
06251,1.26712,0.66037,4.90131,0.37629,0.67479,4.35525
06252,1.08981,1.60452,4.06473,1.56536,1.26069,4.43146
06253,1.17789,0.82186,4.67958,0.50363,0.87161,4.25954
06254,1.38994,2.92204,3.64969,1.71638,3.01337,3.71458
06255,1.29725,3.92762,3.36283,1.63007,5.66784,3.14344
06256,1.28857,2.11252,3.89857,0.19735,2.14370,3.07097
06257,1.06565,1.74568,3.98175,0.16032,1.18887,3.49278
06258,1.35326,0.69062,4.89097,1.06902,3.34960,3.41707
06259,1.03893,0.85298,4.59277,0.19752,0.83947,3.88566
06260,1.17314,4.65529,3.17153,0.59840,1.70038,3.75397
06261,1.12934,2.16344,3.82060,0.76296,1.68830,3.86567
06262,1.21446,2.83099,3.61857,0.29959,0.30568,4.94406
06263,1.26417,0.98501,4.55299,0.55229,0.52589,4.73845
06264,1.29299,4.11316,3.32131,1.13641,0.83309,4.65222
06265,1.02976,2.99511,3.49798,0.19904,0.63804,4.12731
06266,1.36010,1.84783,4.03832,1.16950,1.67196,4.05962
06267,1.07571,0.67335,4.81328,1.37975,2.84063,3.67104
06268,1.10012,0.73211,4.75036,0.53832,2.02392,3.55672
06269,1.01573,2.07636,3.81024,0.52460,0.73405,4.42644
06270,1.21312,2.15430,3.85536,1.75352,5.29547,3.23417
06271,1.16444,2.80682,3.60776,1.35587,1.36559,4.29964
06272,1.11493,0.92335,4.55458,1.17773,2.57140,3.68877
06273,1.39348,2.46274,3.79933,0.29571,0.50456,4.50311
06274,1.38844,1.70659,4.11634,0.59977,0.75968,4.45479
06275,1.17806,1.91275,3.94592,0.72878,1.16863,4.16531
06276,1.38170,1.71139,4.11178,2.07051,3.03657,3.78938
06277,1.34855,1.16235,4.43726,1.48158,1.95454,4.02670
06278,1.09189,0.93038,4.53893,1.19088,1.73012,4.03779
06279,1.30622,0.79691,4.75127,1.22714,0.98414,4.54085
06280,1.03857,2.42190,3.68619,0.90387,0.70526,4.69747
06281,1.00314,1.83726,3.91109,1.26368,1.60916,4.12650
06282,1.32436,0.63763,4.95093,1.93528,6.84369,3.05423
06283,1.31532,0.80541,4.74506,0.87805,2.83736,3.47576
06284,1.31944,1.39243,4.27091,1.10213,0.79261,4.68219
06285,1.29828,2.62301,3.71384,1.38625,2.80960,3.68262
06286,1.29087,2.52748,3.74357,0.49409,3.29179,3.09701
06287,1.05359,4.44232,3.16552,0.79519,3.44866,3.26324
06288,1.10230,1.73447,4.00203,0.32620,1.15967,3.82288
06289,1.10466,0.70859,4.78051,1.27407,3.78032,3.38820
06290,1.32598,2.01156,3.95354,1.09039,3.92422,3.28814
06291,1.34341,3.36028,3.51353,1.69757,0.82680,4.83310
06292,1.08863,0.74026,4.73618,1.51617,4.30857,3.35015
06293,1.02817,1.95688,3.86701,0.11938,0.53052,4.06560
06294,1.04612,1.56813,4.06688,1.29141,0.90335,4.63742
06295,1.34864,0.71041,4.86495,0.67250,1.21711,4.09510
06296,1.39482,0.70722,4.88347,1.11872,2.82531,3.58466
06297,1.15783,1.41680,4.19910,0.49066,2.50885,3.32990
06298,1.18918,2.67335,3.65921,1.74267,0.91123,4.76003
06299,1.22152,0.66841,4.87488,1.02204,4.82841,3.07992
06300,1.01445,3.43396,3.37271,1.30430,1.82064,4.03300
06301,1.33028,3.73252,3.41801,0.78609,0.61387,4.75738
06302,1.03576,2.67112,3.59994,1.00473,2.49932,3.64447
06303,1.04912,0.74403,4.71571,0.62846,0.44602,4.93763
06304,1.15163,4.48568,3.19573,0.81963,1.90381,3.79244
06305,1.19297,3.00437,3.55919,1.48892,4.63833,3.27822
06306,1.00912,1.34444,4.18493,1.31063,2.44322,3.77962
06307,1.19040,1.74486,4.03024,0.35001,1.28178,3.76652
06308,1.13881,1.16393,4.36267,0.92355,0.71130,4.69942
06309,1.11139,0.79945,4.67835,1.22580,1.70934,4.06083
06310,1.36638,1.16923,4.43784,1.09768,2.16748,3.80663
06311,1.35081,0.63179,4.96751,1.25539,0.58958,4.99577
06312,1.03123,2.03062,3.83617,1.25691,0.96027,4.57258
06313,1.31075,4.37333,3.27396,1.09456,2.23018,3.78063
06314,1.00795,1.06268,4.38870,1.37169,1.08961,4.50078
06315,1.23452,0.60921,4.96004,1.46232,2.62780,3.76393
06316,1.13459,2.92105,3.56183,0.66577,0.67347,4.60476
06317,1.15771,1.78908,3.99641,1.69005,1.18388,4.51935
06318,1.35656,5.60887,3.07275,0.57349,2.06348,3.56739
06319,1.08881,0.83957,4.62690,0.24358,1.20761,3.66086
06320,1.38873,4.59000,3.25706,0.61481,0.64517,4.60746
06321,1.03834,4.54499,3.13934,0.64051,4.04193,3.03142
06322,1.30097,3.12778,3.56186,0.44079,2.73610,3.20803
06323,1.21864,3.07320,3.54876,1.04200,1.27550,4.24458
06324,1.08893,1.05631,4.42749,0.17405,1.42597,3.37052
06325,1.23617,4.20518,3.28258,1.61506,2.14539,3.98324
06326,1.24760,0.59780,4.98103,1.49704,1.74875,4.12785
06327,1.06016,0.76294,4.69846,1.39956,1.03841,4.55132
06328,1.01594,1.94898,3.86532,0.41523,3.12821,3.06576
06329,1.36593,2.22037,3.88064,0.60257,0.74274,4.47641
06330,1.15944,4.15658,3.26484,0.74882,2.91211,3.38403
06331,1.30713,1.40671,4.25798,0.87015,1.68388,3.92504
06332,1.36926,1.19205,4.42196,0.98658,2.50208,3.63560
06333,1.38511,1.70621,4.11548,0.53861,3.36525,3.11531
06334,1.02601,2.03537,3.83193,0.14829,0.70911,3.90774
06335,1.18678,1.23270,4.33072,1.72317,0.86055,4.80485
06336,1.01214,2.60063,3.61315,0.95639,2.65132,3.57178
06337,1.19236,1.09948,4.43210,0.99493,2.92373,3.50399
06338,1.30056,5.58041,3.05887,0.47043,3.08175,3.13297
06339,1.31041,1.58918,4.15313,0.17352,1.44172,3.35967
06340,1.28000,0.65077,4.91842,0.82061,1.33941,4.09837
06341,1.10234,2.65716,3.63155,0.62452,2.85793,3.32151
06342,1.27109,0.89869,4.63502,0.50884,2.28275,3.42773
06343,1.36699,0.78340,4.78586,1.68147,6.56710,3.02901
06344,1.26242,3.86396,3.36521,0.36122,0.50798,4.58414
06345,1.31826,1.73120,4.08137,1.04392,0.87100,4.57670
06346,1.35187,1.37880,4.29000,0.62344,0.99888,4.23383
06347,1.17485,0.98333,4.52265,1.64830,6.10494,3.08374
06348,1.26400,1.48660,4.19543,1.69706,0.94528,4.71665
06349,1.10892,4.18829,3.23889,0.71205,1.01384,4.27864
06350,1.32257,1.89770,4.00303,0.57118,2.15025,3.52986
06351,1.07027,1.17530,4.32726,1.30737,3.77814,3.39991
06352,1.12191,1.18193,4.34285,0.39194,2.59699,3.20235
06353,1.21849,0.71292,4.81780,0.99151,0.86639,4.55894
06354,1.16816,1.52415,4.13951,0.56221,3.48457,3.10367
06355,1.30125,0.84636,4.69732,0.22238,1.58521,3.38500
06356,1.05845,0.70315,4.76865,1.24218,1.18204,4.38698
06357,1.34570,2.65007,3.72050,1.40606,3.95193,3.39245
06358,1.00636,0.72280,4.72279,0.83014,0.70257,4.66384
06359,1.04270,1.05039,4.41353,1.18099,5.67477,3.00242
06360,1.04644,2.35853,3.71250,1.30026,0.95361,4.59336
06361,1.11343,1.17507,4.34460,0.62204,1.15375,4.10766
06362,1.18269,1.23938,4.32453,0.18171,1.25513,3.50008
06363,1.27170,1.27392,4.33216,1.83808,3.49488,3.61557
06364,1.02946,0.69416,4.76776,0.14126,0.59548,4.03835
06365,1.35069,4.67102,3.22980,0.86712,3.14627,3.38056
06366,1.35016,1.15082,4.44644,1.97516,5.38036,3.27205
06367,1.13776,2.02315,3.88206,0.21130,0.65324,4.13283
06368,1.30979,0.94669,4.60285,0.17691,0.51558,4.26122
06369,1.35976,0.88619,4.67648,0.50489,1.03702,4.10970
06370,1.16656,0.61438,4.92810,0.14936,1.06279,3.55940
06371,1.19241,1.15662,4.38812,0.86999,2.77004,3.49261
06372,1.36617,3.94811,3.38079,1.89178,6.98435,3.02669
06373,1.20793,1.01473,4.50741,1.34112,0.87120,4.68530
06374,1.35747,3.56425,3.46686,0.81749,0.71316,4.64418
06375,1.06612,0.80317,4.65626,0.21811,1.28050,3.56198
06376,1.07110,4.15520,3.23071,0.25924,0.44556,4.55396
06377,1.31552,4.86396,3.18319,0.67249,4.24247,3.01052
06378,1.10952,1.02353,4.46300,1.38813,6.06062,3.01546
06379,1.15007,0.83935,4.65091,0.30131,1.42667,3.60844
06380,1.04990,4.29659,3.19297,0.66594,1.93085,3.69000
06381,1.30861,5.37256,3.09452,1.13126,5.26955,3.04808
06382,1.00131,1.60335,4.02858,0.36785,2.79951,3.10958
06383,1.27305,2.87972,3.62421,0.73567,0.55417,4.81746
06384,1.29505,1.89430,3.99545,0.31902,1.26791,3.73571
06385,1.36300,2.36697,3.82418,1.84814,3.06827,3.73102
06386,1.13293,1.10141,4.40837,0.19627,1.64097,3.30072
06387,1.05202,2.00600,3.85543,0.40338,2.09369,3.40195
06388,1.22420,2.98223,3.57684,0.39031,1.39814,3.73837
06389,1.26622,3.52394,3.44652,1.02728,1.16556,4.31669
06390,1.28924,1.22810,4.36993,1.19632,1.91339,3.95231
06391,1.03425,0.95583,4.49193,0.79752,2.30455,3.61464
06392,1.31798,3.97705,3.35885,1.77475,3.78246,3.53166
06393,1.39827,1.04349,4.54668,1.23773,4.98519,3.13533
06394,1.10300,2.06331,3.85152,1.54057,1.55031,4.24491
06395,1.16003,4.49223,3.19761,1.43801,0.91385,4.67408
06396,1.05066,3.03449,3.49536,0.44385,0.89691,4.17981
06397,1.12551,5.15973,3.06416,0.84538,2.89459,3.44195
06398,1.32555,0.92615,4.62710,0.45189,1.50030,3.74074
06399,1.16318,1.75546,4.01493,0.87759,0.76000,4.61973
06400,1.33073,3.69064,3.42795,0.96050,0.99143,4.42804
06401,1.03873,1.77601,3.95568,1.48123,4.80524,3.24526
06402,1.02302,4.02364,3.23871,0.90873,0.99709,4.39903
06403,1.31810,1.17111,4.42082,0.47362,0.70383,4.41855
06404,1.33460,3.12994,3.57235,1.75879,1.43968,4.36675
06405,1.07647,0.77279,4.69395,1.46374,0.88573,4.70893
06406,1.22806,1.36604,4.25636,1.58344,0.79263,4.83953
06407,1.36305,1.42792,4.26317,1.18390,3.57023,3.40599
06408,1.19534,4.72952,3.16592,1.55566,1.42161,4.32442
06409,1.11164,1.22149,4.31025,0.54362,2.14041,3.51237
06410,1.38557,4.54315,3.26498,1.74352,2.08969,4.03933
06411,1.23188,0.63029,4.92956,0.18843,0.31826,4.70767
06412,1.18143,1.09570,4.43109,0.86528,2.43563,3.60200
06413,1.28925,2.45883,3.76695,0.16646,0.54167,4.19190
06414,1.00940,0.71491,4.73362,1.39536,0.69113,4.90363
06415,1.13752,0.59740,4.94150,1.25316,2.23699,3.83675
06416,1.32180,0.62128,4.97265,0.54044,3.65505,3.04503
06417,1.14831,3.53682,3.40090,1.08357,0.80626,4.65997
06418,1.27165,0.67713,4.88109,0.84163,1.51886,4.00015
06419,1.28830,1.60536,4.13694,0.14111,0.70919,3.88608
06420,1.17140,1.43228,4.19472,1.60190,1.69407,4.18484
06421,1.02413,1.67617,3.99979,1.13956,2.62638,3.65609
06422,1.35944,2.45634,3.79085,0.50595,0.64951,4.51701
06423,1.23783,3.82778,3.36484,1.72504,2.25649,3.96800
06424,1.13320,4.88955,3.11384,1.49666,0.90936,4.69572
06425,1.16862,2.62035,3.66902,1.35993,0.71237,4.86617
06426,1.18741,3.35982,3.46004,1.34808,1.42921,4.25759
06427,1.02469,1.13658,4.33746,0.27222,1.50637,3.51712
06428,1.30726,0.96185,4.58821,0.81054,4.05819,3.13018
06429,1.06883,2.55867,3.65095,1.27265,0.74191,4.80208
06430,1.02952,0.83170,4.61076,0.73786,0.59485,4.75723
06431,1.02058,2.46111,3.66465,1.00443,2.24531,3.73744
06432,1.39913,0.81662,4.75988,1.40104,3.98483,3.38370
06433,1.30446,5.71272,3.03981,1.54373,3.14741,3.63073
06434,1.24474,0.81621,4.70954,0.31587,0.62906,4.34019
06435,1.12229,4.82278,3.12158,1.12325,1.89506,3.93330
06436,1.15476,1.19272,4.34748,0.16590,1.04695,3.61805
06437,1.02300,0.67310,4.79178,1.00602,2.45489,3.66061
06438,1.39330,0.95825,4.61915,1.53175,5.47308,3.14679
06439,1.04477,2.04359,3.83630,1.10708,3.77484,3.32845
06440,1.16959,1.91229,3.94299,1.53739,2.43445,3.85205
06441,1.31127,0.61290,4.98099,1.40443,0.92245,4.65568
06442,1.10869,1.22222,4.30858,1.45938,2.93851,3.66598
06443,1.09460,0.99646,4.48040,1.62094,3.18778,3.64086
06444,1.08605,4.69795,3.13010,0.91907,3.99374,3.19866
06445,1.34677,1.38822,4.28244,1.60801,2.40899,3.88069
06446,1.37402,0.99173,4.58328,0.66728,1.11376,4.16879
06447,1.26463,1.82317,4.01838,1.40953,0.84760,4.73076
06448,1.28308,2.49429,3.75243,1.67055,1.50758,4.30436
06449,1.24787,3.93775,3.34374,1.14707,2.13492,3.83889
