simulation,period,t0,ecc,per0,q,sma,incl,reqv1,reqv2,teff1,teff2,grb1,grb2,alb1,alb2,l3
15568,20.68309,0.28838,0.00000,0.00000,0.24158,36.11626,72.00026,1.19744,0.30480,9607.44329,9295.87358,0.67542,0.05985,0.16308,0.90490,0.66211
15569,23.77758,0.60715,0.00000,0.00000,0.50202,41.41143,72.17180,1.79363,2.06876,8499.70130,7805.19877,0.55973,0.96070,0.49868,0.52916,0.36168
15570,3.87276,0.15984,0.00000,0.00000,1.37617,14.72263,76.86014,3.60882,5.23905,4817.16256,12967.98390,0.46415,0.37955,0.61176,0.13624,0.21481
15571,2.59175,-0.09790,0.00000,0.00000,1.45317,11.05377,86.71754,4.72831,3.99085,9365.50338,14919.22002,0.27687,0.98106,0.31881,0.94938,0.96229
15572,2.55839,0.41517,0.00000,0.00000,1.04109,10.67953,83.78453,2.02168,4.95876,14145.69137,9318.29969,0.82430,0.65638,0.00577,0.98099,0.96223
15573,21.59940,-0.90804,0.00000,0.00000,1.43757,45.06008,75.71490,1.25792,1.08139,7100.81885,11420.96057,0.25379,0.05928,0.82063,0.69290,0.76768
15574,2.19554,0.81284,0.00000,0.00000,0.59546,8.49610,89.35920,1.63143,1.53596,6786.32142,12963.65615,0.62631,0.44679,0.06745,0.15366,0.81645
15575,23.74922,0.00306,0.00000,0.00000,0.14604,40.28259,74.44821,3.32585,0.41830,12151.31743,13748.61453,0.59098,0.01469,0.06572,0.54256,0.01988
15576,8.55872,-0.09310,0.00000,0.00000,0.86534,23.05477,73.05858,1.91364,2.66836,3887.15218,11620.64554,0.77820,0.91363,0.81348,0.28828,0.81443
15577,18.42965,-0.36264,0.00000,0.00000,0.75165,36.04847,77.00219,2.32491,2.28388,5576.44374,14128.18774,0.25950,0.37872,0.13456,0.83225,0.06984
15578,7.17036,0.97457,0.00000,0.00000,1.38113,23.36844,84.14587,3.94968,4.17767,13426.73240,6414.02862,0.61932,0.74019,0.83854,0.22575,0.57909
15579,14.62125,-0.96105,0.00000,0.00000,0.28624,30.42687,88.16720,2.78972,0.53390,6216.45957,9040.82879,0.15934,0.50151,0.06094,0.43869,0.07901
15580,2.07707,0.53507,0.00000,0.00000,1.30055,10.10244,76.34736,1.28412,1.72655,7911.94540,14454.99960,0.06218,0.91074,0.13773,0.02647,0.34481
15581,8.12819,0.09923,0.00000,0.00000,1.08461,21.99673,88.78726,0.65917,3.56451,6139.97517,7347.98271,0.64920,0.52988,0.22509,0.96483,0.52928
15582,15.92472,0.69673,0.00000,0.00000,0.43906,32.65235,78.38931,5.49240,1.54927,6702.93182,4830.79175,0.92477,0.39678,0.15834,0.69165,0.88442
15583,5.85477,-0.49933,0.00000,0.00000,1.02476,18.82440,82.61746,3.29340,1.71620,8428.38103,7429.75299,0.91355,0.13176,0.42813,0.86007,0.74744
15584,2.32569,0.18892,0.00000,0.00000,0.86330,9.51106,85.69176,2.70920,1.65674,8160.26380,5409.84226,0.37998,0.19579,0.16059,0.11017,0.21128
15585,7.51252,0.20951,0.00000,0.00000,0.27981,18.68231,79.76093,0.80462,0.59481,10418.39757,14735.19721,0.40237,0.15224,0.40398,0.79101,0.81488
15586,17.39077,-0.40872,0.00000,0.00000,0.62260,35.36724,76.90631,3.35454,2.83682,14825.11897,7008.35845,0.96555,0.40469,0.49211,0.75424,0.58007
15587,5.12674,-0.22182,0.00000,0.00000,1.42554,18.25014,70.27563,1.27589,4.29900,13512.94487,12139.19373,0.95809,0.46755,0.18562,0.25139,0.44136
15588,9.64804,0.71176,0.00000,0.00000,0.39855,23.40982,83.27831,0.66877,1.50492,14049.23526,14821.59431,0.45655,0.45987,0.40521,0.23479,0.79579
15589,10.25501,-0.33980,0.00000,0.00000,0.35842,24.28863,87.17565,4.91317,0.98416,11095.10988,7439.39186,0.41577,0.12726,0.68458,0.29949,0.57680
15590,12.64561,-0.80917,0.00000,0.00000,0.79410,29.43820,79.20780,2.69644,2.13492,13351.24630,6531.03126,0.46026,0.01425,0.04707,0.30936,0.09611
15591,21.89293,-0.45102,0.00000,0.00000,1.01404,43.39259,70.72547,3.91278,0.78662,5602.41913,11447.03618,0.28575,0.75668,0.64663,0.87770,0.79381
15592,17.98045,0.60600,0.00000,0.00000,0.13342,31.50728,80.51575,3.04893,0.94805,6997.57416,4494.38303,0.80524,0.80716,0.49813,0.31496,0.17098
15593,17.84877,0.55533,0.00000,0.00000,0.89642,37.64030,87.25280,0.61918,0.65190,11766.83606,7821.08379,0.62868,0.07947,0.55418,0.90027,0.14278
15594,20.95812,-0.41537,0.00000,0.00000,0.19805,37.78752,87.37644,1.38156,0.64264,3573.81607,12174.47557,0.60481,0.24138,0.45293,0.40838,0.96015
15595,20.95418,0.73454,0.00000,0.00000,0.37770,36.00554,78.67467,0.71221,2.19166,12847.53925,3770.66718,0.93859,0.54792,0.96176,0.74524,0.68566
15596,2.51321,0.02435,0.00000,0.00000,1.32526,10.70938,86.36895,0.58458,4.97596,5667.47721,8842.07662,0.62178,0.83111,0.97795,0.17116,0.40467
15597,8.40578,-0.19677,0.00000,0.00000,0.31103,20.73470,84.03991,2.32676,0.60538,12816.64872,4129.37939,0.67500,0.98573,0.65860,0.09430,0.13053
15598,16.72786,-0.20405,0.00000,0.00000,0.60117,35.96454,72.74979,5.19741,1.49670,8583.49705,7323.83054,0.14528,0.29815,0.59449,0.62858,0.65224
15599,18.50850,0.78958,0.00000,0.00000,1.10507,41.73138,70.56695,0.76158,5.88804,12303.04617,13516.63756,0.43046,0.49049,0.55828,0.08113,0.70949
15600,10.34267,-0.14288,0.00000,0.00000,1.31830,28.31781,71.08786,0.67546,4.24172,6421.54479,9357.18168,0.65932,0.03617,0.46996,0.72080,0.31268
15601,13.90140,0.67695,0.00000,0.00000,1.20835,34.00846,89.51568,3.88567,4.14818,3883.75417,7799.28098,0.02110,0.56819,0.85994,0.66669,0.10139
15602,5.03893,0.76540,0.00000,0.00000,0.12288,14.27782,71.44501,2.09256,0.30272,4850.43842,13422.03400,0.83240,0.99950,0.00345,0.17697,0.36675
15603,8.77327,-0.85835,0.00000,0.00000,0.14642,19.57076,84.12838,4.67900,1.04740,4904.50626,12808.47982,0.48351,0.77823,0.77860,0.74572,0.52207
15604,13.45358,0.18834,0.00000,0.00000,0.80356,31.74114,73.11535,1.07814,0.56194,7168.03389,7379.17082,0.12957,0.10241,0.55895,0.23308,0.95737
15605,15.82723,-0.51638,0.00000,0.00000,0.63562,32.78882,78.66641,1.71690,3.85365,11093.62637,5198.12647,0.01893,0.54894,0.14085,0.14149,0.27520
15606,13.44449,-0.64606,0.00000,0.00000,0.34853,26.73964,84.16865,0.62062,0.58729,8113.19482,3654.13670,0.60774,0.54854,0.52121,0.37008,0.97663
15607,23.44450,0.03128,0.00000,0.00000,0.92692,45.97864,70.97344,1.90906,0.61134,5188.79839,9807.04556,0.95627,0.25976,0.97458,0.88379,0.39876
15608,24.14881,0.89670,0.00000,0.00000,1.43169,48.18783,87.00007,1.69043,0.75419,8191.73753,12500.56004,0.29126,0.27606,0.90355,0.88688,0.91970
15609,12.22209,-0.41211,0.00000,0.00000,1.47327,30.36994,80.86840,2.51166,0.95382,12764.38529,12351.65938,0.25811,0.92854,0.64272,0.89856,0.51571
15610,17.01019,0.17162,0.00000,0.00000,0.62608,33.97903,89.40791,1.11876,0.98418,11233.97530,9387.38946,0.86821,0.07424,0.72559,0.96953,0.90326
15611,6.90517,0.85003,0.00000,0.00000,0.51903,18.45918,71.46420,1.08020,1.42512,9850.04756,14790.45502,0.13205,0.99851,0.47101,0.76613,0.44221
15612,23.60677,0.49315,0.00000,0.00000,0.51452,39.97661,81.55083,1.43094,0.67838,5924.75399,10626.00744,0.17467,0.60730,0.73125,0.58445,0.03052
15613,14.62875,-0.57756,0.00000,0.00000,1.12487,33.10061,81.32531,4.50589,1.53100,8021.30124,9038.36229,0.06154,0.70699,0.45330,0.65453,0.60790
15614,20.66406,-0.95002,0.00000,0.00000,1.23619,43.94887,89.23193,3.78495,2.16655,4613.67847,7203.37320,0.35671,0.68572,0.64890,0.21142,0.37262
15615,20.05630,0.39109,0.00000,0.00000,0.15537,32.63912,83.33598,3.49279,1.85221,7735.77492,12756.87751,0.17994,0.92161,0.94752,0.87308,0.72602
15616,2.96163,0.66269,0.00000,0.00000,0.30168,10.50574,77.25963,2.55556,1.02890,6682.73042,4749.10211,0.39096,0.74740,0.70352,0.91777,0.06261
15617,0.57811,0.58606,0.00000,0.00000,1.33267,4.09040,86.29150,5.39999,2.06164,3854.61039,4291.43369,0.17704,0.95283,0.65999,0.14171,0.19501
15618,16.93145,-0.48340,0.00000,0.00000,0.47404,35.07911,74.54581,3.51936,0.74192,6727.06505,11166.68769,0.48254,0.63887,0.67768,0.67472,0.86855
15619,2.99688,0.16762,0.00000,0.00000,1.19831,11.71593,89.97224,0.88935,3.54458,5733.13247,12698.78678,0.97766,0.13206,0.79666,0.83561,0.65942
15620,13.60299,-0.56550,0.00000,0.00000,1.06647,32.68242,78.55696,3.08003,1.58001,6788.88923,6029.12602,0.68906,0.39752,0.44448,0.05662,0.95528
15621,19.72392,0.71483,0.00000,0.00000,0.64453,40.20833,74.62103,6.06873,3.68619,12872.18443,8577.94609,0.78227,0.36903,0.49577,0.07745,0.95695
15622,0.90811,-0.74423,0.00000,0.00000,1.00445,5.49485,74.84071,3.22033,3.94271,5980.36369,11464.80440,0.62790,0.22731,0.17069,0.55296,0.34589
15623,22.74306,-0.96799,0.00000,0.00000,0.84920,43.16694,88.44763,0.85323,3.65397,9023.85815,4777.38653,0.91556,0.09492,0.31075,0.93155,0.89373
15624,24.72889,-0.18408,0.00000,0.00000,0.13385,39.48499,80.74349,4.29721,0.28501,8666.76981,5337.70249,0.19549,0.94648,0.71637,0.04382,0.72909
15625,0.95948,0.66830,0.00000,0.00000,1.08285,5.40675,84.72043,3.06654,3.59509,13595.57622,8115.12570,0.11503,0.80362,0.20337,0.08857,0.16800
15626,4.66283,-0.36705,0.00000,0.00000,1.23987,16.93073,72.28524,0.87545,2.49308,5232.02288,3861.98323,0.29250,0.54003,0.88567,0.90690,0.56269
15627,10.81799,0.20448,0.00000,0.00000,1.09784,27.72178,88.46065,1.75666,4.45103,13997.40676,8059.49468,0.52758,0.66501,0.50110,0.46357,0.79107
15628,13.80028,-0.40276,0.00000,0.00000,0.54131,28.34072,87.20896,0.69156,0.64403,12970.84785,10697.69288,0.10959,0.20987,0.36716,0.52028,0.14196
15629,7.00476,0.97704,0.00000,0.00000,0.93614,20.17348,74.27962,2.13093,1.23616,9349.66192,13965.93793,0.77566,0.40182,0.02223,0.13867,0.83704
15630,11.66069,-0.85395,0.00000,0.00000,0.90540,29.55874,87.86118,2.24759,0.86780,6952.81238,9988.65705,0.28608,0.91527,0.52344,0.01468,0.72228
15631,22.50369,0.30053,0.00000,0.00000,0.31142,38.49033,75.39384,1.08107,0.69586,5319.78467,11278.62047,0.52395,0.44834,0.21037,0.83799,0.98457
15632,23.84541,-0.53820,0.00000,0.00000,0.69407,44.99771,86.10183,1.99849,3.83307,9198.59658,11709.38078,0.84607,0.71738,0.81861,0.61031,0.39145
15633,12.48312,-0.31801,0.00000,0.00000,0.48121,28.32185,73.33062,3.81425,0.41848,4374.76313,4175.83060,0.64481,0.51499,0.22601,0.88730,0.47438
15634,14.88840,-0.10758,0.00000,0.00000,1.44450,35.73170,72.60904,4.22890,1.67824,11746.54956,12073.21729,0.03852,0.58491,0.66882,0.69514,0.62878
15635,19.01463,-0.22026,0.00000,0.00000,1.01952,40.22862,78.20637,0.70334,2.93325,8653.57477,14924.40220,0.85334,0.19159,0.85558,0.13871,0.46066
15636,20.15145,-0.94947,0.00000,0.00000,1.14075,41.95464,85.65970,1.23423,1.10977,12941.39402,11601.30024,0.04804,0.61625,0.98773,0.53340,0.90044
15637,21.58055,-0.35726,0.00000,0.00000,0.93158,42.69422,76.35100,2.65829,3.85634,9133.30084,9055.40377,0.72908,0.05358,0.66404,0.13872,0.46332
15638,13.35465,-0.69981,0.00000,0.00000,0.86790,31.50353,85.95224,3.62655,1.78508,5173.16837,9056.56893,0.95641,0.35721,0.43324,0.78774,0.17196
15639,16.66450,0.47278,0.00000,0.00000,0.76632,34.23449,89.75770,3.08981,2.00158,7122.65689,14879.84469,0.00619,0.02654,0.86956,0.13162,0.78612
15640,8.38166,-0.30030,0.00000,0.00000,0.11121,19.12137,85.68447,1.36583,0.33372,14512.92963,11499.25512,0.64083,0.37890,0.06281,0.62094,0.17400
15641,24.43268,0.87262,0.00000,0.00000,0.43731,42.89097,80.65195,0.94886,0.81388,6330.50123,8752.82359,0.32468,0.22715,0.46593,0.71910,0.10464
15642,5.44338,-0.98128,0.00000,0.00000,1.04581,17.68695,78.93559,1.16764,4.66406,9240.44834,7391.03270,0.67788,0.06606,0.60280,0.29573,0.27599
15643,3.07205,0.39267,0.00000,0.00000,0.66501,10.95564,77.67475,0.81361,1.11156,14395.76565,14756.66595,0.06061,0.48994,0.93693,0.39388,0.67154
15644,20.03559,0.75001,0.00000,0.00000,0.32797,38.02319,75.08103,5.57825,2.33886,3753.55034,4430.78621,0.16245,0.07792,0.16156,0.15808,0.68146
15645,9.92991,0.37733,0.00000,0.00000,0.63793,24.21783,86.16545,2.68221,0.50860,13263.22907,12955.90111,0.59919,0.42006,0.76302,0.04977,0.46143
15646,20.45662,0.26649,0.00000,0.00000,1.48836,47.71491,78.02812,3.65911,0.81595,5470.19886,13621.08430,0.37582,0.54489,0.91904,0.06723,0.11805
15647,1.73804,-0.94811,0.00000,0.00000,0.60296,7.71570,72.94650,1.62165,0.56106,10832.17490,13193.26575,0.31920,0.80633,0.08902,0.72449,0.45725
15648,10.49328,-0.19605,0.00000,0.00000,0.46937,23.87002,87.91273,3.09889,1.46898,12850.72831,5898.17552,0.71536,0.71544,0.78686,0.45472,0.52525
15649,20.00504,0.25346,0.00000,0.00000,0.21479,35.54137,73.51423,2.09303,0.73277,8740.72439,9363.24677,0.30234,0.76546,0.68191,0.21311,0.77312
15650,19.50837,-0.61346,0.00000,0.00000,1.25662,42.62616,80.52217,2.41137,2.81724,13822.16302,14754.66711,0.02829,0.11743,0.72935,0.68992,0.18995
15651,18.17795,0.74163,0.00000,0.00000,1.40073,41.38818,81.66091,0.75795,1.51895,8030.19733,14321.55086,0.29181,0.90479,0.49198,0.41605,0.39791
15652,13.15224,-0.46270,0.00000,0.00000,0.46421,27.01354,74.84008,1.16453,0.76590,6990.74339,12090.00980,0.21187,0.58162,0.49319,0.46889,0.02252
15653,7.55112,0.23135,0.00000,0.00000,1.35586,24.01603,73.19845,3.18801,4.30014,8246.67392,8101.23879,0.23023,0.33854,0.99878,0.64172,0.92095
15654,5.05632,0.81026,0.00000,0.00000,0.27785,13.76075,74.32479,0.75854,0.58867,9595.25628,11172.65614,0.98387,0.28860,0.84728,0.04588,0.33700
15655,3.78554,0.78890,0.00000,0.00000,1.48647,15.29061,71.55644,1.29447,0.78195,12185.82718,6531.06826,0.22702,0.33535,0.90094,0.26865,0.59551
15656,20.45503,-0.73085,0.00000,0.00000,1.06054,43.87058,72.70295,4.98373,0.69985,6680.76402,14229.13900,0.94030,0.60600,0.06319,0.62418,0.78979
15657,5.70096,0.03515,0.00000,0.00000,0.99761,17.47162,78.71175,1.64684,1.79654,7500.38358,13518.54452,0.85657,0.85215,0.04163,0.20176,0.58382
15658,5.57103,-0.86877,0.00000,0.00000,1.15584,17.43744,79.36810,2.91291,1.64945,4024.56774,9807.68120,0.02094,0.13863,0.79682,0.78211,0.10828
15659,3.20449,0.04310,0.00000,0.00000,1.30455,12.09754,75.07997,0.72309,4.34697,12528.17007,13678.41525,0.13844,0.92799,0.22743,0.18130,0.36851
15660,14.64244,0.33659,0.00000,0.00000,0.93346,32.45757,84.12274,2.95699,1.00949,13965.81012,8473.84362,0.24468,0.12665,0.31549,0.88426,0.22420
15661,22.25265,0.91650,0.00000,0.00000,0.15767,38.36401,79.46402,3.00301,0.78933,14023.51725,5654.96668,0.45193,0.40279,0.26980,0.97845,0.29255
15662,8.28042,-0.45201,0.00000,0.00000,0.40510,20.89661,81.13239,3.98291,2.96192,5780.88241,7622.54355,0.23811,0.46630,0.82567,0.66581,0.41322
15663,15.36977,-0.57933,0.00000,0.00000,0.26134,30.56408,73.15258,4.78779,1.37799,5378.67261,10624.79726,0.87072,0.00489,0.26033,0.47028,0.68614
15664,3.92638,0.35618,0.00000,0.00000,0.62349,13.19556,85.72479,2.51679,4.42222,7819.12896,5307.14059,0.61656,0.17533,0.27052,0.52661,0.16314
15665,7.56456,0.83902,0.00000,0.00000,1.44630,24.09924,72.39765,4.58036,0.81480,8061.30584,12649.37800,0.87898,0.56184,0.36883,0.05791,0.52328
15666,18.45395,0.98710,0.00000,0.00000,0.98459,40.50549,76.23686,1.17129,1.96006,11834.88037,3827.11655,0.93948,0.72944,0.78262,0.33308,0.58124
15667,3.71701,-0.21398,0.00000,0.00000,0.83382,13.54358,84.36550,1.45887,0.94917,4178.96492,4396.48006,0.56227,0.58720,0.20603,0.80726,0.98063
15668,8.77370,0.56257,0.00000,0.00000,0.67871,21.34635,75.83964,2.40345,3.22769,6799.39869,8291.95841,0.68523,0.38826,0.65212,0.82463,0.48438
15669,5.81662,-0.92064,0.00000,0.00000,0.66968,16.63316,85.77245,4.58643,2.98582,8097.17507,4256.31717,0.96500,0.03185,0.01332,0.80957,0.97794
15670,3.18742,-0.13784,0.00000,0.00000,0.73577,12.07779,86.09328,1.30415,0.80891,11812.88246,4538.36182,0.73847,0.31665,0.74267,0.98432,0.83917
15671,1.04920,-0.59579,0.00000,0.00000,1.48668,6.12533,82.56365,0.70215,1.44549,14152.69404,13684.50399,0.63394,0.48164,0.42040,0.42843,0.16076
15672,5.24374,-0.69615,0.00000,0.00000,1.09207,16.61856,73.62962,1.60449,4.96668,8987.15513,4280.89152,0.98850,0.87522,0.37577,0.58927,0.70511
15673,18.25494,0.87058,0.00000,0.00000,0.86015,36.23832,71.63490,4.53287,1.69789,11046.81642,8640.63306,0.62748,0.90084,0.05651,0.53160,0.81703
15674,0.63337,0.48679,0.00000,0.00000,1.31536,4.23727,77.47268,0.61970,4.73859,4883.65278,4030.54212,0.05425,0.96840,0.12363,0.75817,0.93075
15675,18.38984,-0.98998,0.00000,0.00000,0.21484,31.34805,81.39730,1.49947,0.97990,11834.45217,11279.43249,0.07156,0.59535,0.49949,0.96873,0.78029
15676,3.18627,0.28257,0.00000,0.00000,0.81039,11.98135,84.51931,2.02040,1.08142,10987.50999,9607.28657,0.25230,0.46498,0.75826,0.67436,0.63999
15677,22.63385,0.56113,0.00000,0.00000,0.97977,45.28160,88.82434,0.69688,0.81567,10112.72538,13060.79311,0.50485,0.96978,0.02170,0.08907,0.66564
15678,3.41955,-0.92073,0.00000,0.00000,1.18250,12.72014,86.75164,2.80394,3.96839,5873.71975,7175.01004,0.84462,0.59547,0.45904,0.23011,0.90891
15679,24.01141,-0.65704,0.00000,0.00000,0.29934,38.95085,82.66189,0.68702,0.56970,4531.88412,6217.21548,0.85983,0.01629,0.34596,0.19794,0.60067
15680,21.24763,-0.23547,0.00000,0.00000,0.49731,39.39729,70.02194,0.99247,1.08468,14283.21484,5977.47952,0.48249,0.85469,0.35904,0.06170,0.58265
15681,11.60344,-0.92806,0.00000,0.00000,0.84723,28.27716,85.14412,1.20538,0.76945,9622.04800,14507.15354,0.00018,0.73438,0.67751,0.86857,0.81739
15682,12.78025,0.08635,0.00000,0.00000,1.11458,30.44664,74.93938,1.02557,5.27024,6015.25420,14789.84136,0.61431,0.72220,0.57337,0.80790,0.37267
15683,8.27882,-0.91071,0.00000,0.00000,1.06291,22.54383,86.25340,1.42306,1.15806,8724.67857,3863.60912,0.16698,0.30937,0.22787,0.03088,0.58135
15684,7.88726,0.66910,0.00000,0.00000,1.00378,22.88478,88.06436,4.52198,1.59190,5583.66811,12054.57398,0.52827,0.25354,0.85807,0.35728,0.26780
15685,13.64453,-0.61696,0.00000,0.00000,0.17865,26.27800,72.67684,1.35263,0.67226,6006.70586,6644.75866,0.14873,0.58348,0.76288,0.36400,0.50455
15686,6.95938,0.81889,0.00000,0.00000,0.56397,19.28055,86.76091,5.64800,0.53009,13724.12726,8022.95261,0.18391,0.79083,0.01638,0.90576,0.69962
15687,16.66721,0.49775,0.00000,0.00000,0.35218,33.53827,89.97300,1.17865,1.40587,9559.74770,3675.06661,0.27037,0.53790,0.66760,0.83557,0.14783
15688,13.21496,0.17069,0.00000,0.00000,0.35423,27.06038,76.41310,1.01968,0.61279,12270.72569,13180.50700,0.66585,0.05333,0.49006,0.34363,0.66174
15689,13.31298,-0.81820,0.00000,0.00000,0.10446,26.94933,73.11284,2.37638,0.21528,14261.41313,11104.87455,0.63923,0.54665,0.51973,0.66870,0.12146
15690,21.88274,-0.17512,0.00000,0.00000,0.97327,43.68945,73.17108,3.83899,2.89905,8397.08683,9993.08430,0.57088,0.01968,0.96318,0.98432,0.70224
15691,8.48541,0.20372,0.00000,0.00000,0.48046,21.37648,81.28342,2.31425,0.67902,8970.21647,14722.60257,0.25560,0.49213,0.60519,0.17857,0.56951
15692,0.91120,0.53891,0.00000,0.00000,0.44492,4.77264,75.88843,0.61303,1.16702,7420.90043,14228.33266,0.75205,0.78539,0.36717,0.11694,0.67536
15693,14.31936,0.68666,0.00000,0.00000,0.74568,30.53077,77.54172,3.48395,2.24234,5410.23421,7308.96277,0.56614,0.43846,0.17060,0.70527,0.36379
15694,17.14493,-0.63902,0.00000,0.00000,0.49107,34.70974,78.06469,2.14106,3.58620,14957.62828,6239.25784,0.79780,0.80277,0.80841,0.67530,0.57044
15695,11.82565,-0.47636,0.00000,0.00000,1.33774,32.02065,80.21118,2.37475,0.71036,8215.54664,14779.29555,0.85507,0.32145,0.77010,0.00620,0.16342
15696,20.71781,0.54874,0.00000,0.00000,0.67626,39.29800,76.82265,0.59909,0.69364,5853.66400,5327.03115,0.83279,0.06251,0.40022,0.92053,0.93346
15697,21.78450,0.08386,0.00000,0.00000,0.92627,43.92167,75.71385,1.42060,0.97640,12375.19960,9242.78505,0.39697,0.21878,0.60886,0.06155,0.68671
15698,2.98342,-0.65307,0.00000,0.00000,0.40444,10.08329,82.02013,1.90028,1.18410,12101.67207,12723.38305,0.38286,0.82361,0.42810,0.91944,0.08264
15699,1.92652,0.66723,0.00000,0.00000,0.63442,8.56126,79.16734,1.95249,0.69265,10904.64130,12899.72335,0.74377,0.17276,0.02419,0.22220,0.87726
15700,6.84177,-0.84977,0.00000,0.00000,0.13340,16.20747,74.02449,1.07408,0.93860,5473.03815,8638.80897,0.49375,0.06546,0.31389,0.06993,0.41006
15701,24.73489,-0.93496,0.00000,0.00000,1.42682,52.34540,76.26828,3.22657,1.41991,6960.70997,9990.79648,0.47252,0.76700,0.55155,0.39158,0.70016
15702,1.59879,0.41273,0.00000,0.00000,0.52386,6.62534,77.27113,0.58107,0.87051,14052.08749,8648.45854,0.48539,0.67755,0.65183,0.37317,0.49314
15703,16.81705,0.79570,0.00000,0.00000,1.27267,37.59014,72.93338,1.97807,1.60664,14816.19581,9203.70674,0.01603,0.98092,0.78188,0.94963,0.90006
15704,0.93739,-0.74292,0.00000,0.00000,0.84902,5.10087,86.18929,2.52603,3.85288,10851.48364,5461.71570,0.23808,0.77347,0.86576,0.23112,0.63342
15705,17.16516,-0.86437,0.00000,0.00000,1.30278,37.09439,84.68053,1.75986,4.18656,7838.03642,11066.94609,0.15351,0.00776,0.39879,0.76038,0.61475
15706,11.50436,0.90308,0.00000,0.00000,1.31320,28.46598,78.00340,4.34304,1.45171,5327.12751,10484.04594,0.24080,0.61277,0.36587,0.67670,0.90034
15707,2.63203,-0.03826,0.00000,0.00000,1.35828,11.32468,78.95673,4.58861,5.02496,6909.61875,6755.56878,0.55500,0.67315,0.27875,0.47551,0.75781
15708,6.99019,0.59917,0.00000,0.00000,0.52017,19.17994,77.63618,3.88232,2.52802,12234.52218,10943.89863,0.91060,0.57330,0.66448,0.54948,0.30769
15709,0.22819,-0.69529,0.00000,0.00000,1.17729,2.20112,72.28665,1.61810,0.96546,14348.15545,5610.95615,0.40054,0.21959,0.18794,0.34260,0.19591
15710,13.87609,-0.65796,0.00000,0.00000,0.85147,30.33837,77.68957,0.54562,1.85109,10403.02051,8798.22036,0.18383,0.74179,0.21604,0.15671,0.98047
15711,12.93907,0.20490,0.00000,0.00000,0.66098,28.49942,71.58371,4.56746,4.36955,6308.77459,11912.74030,0.70933,0.23365,0.94613,0.77715,0.16610
15712,10.07206,-0.92344,0.00000,0.00000,0.75637,25.47381,89.44864,3.03325,1.48830,8814.31921,6457.66443,0.46098,0.34386,0.35672,0.00207,0.56725
15713,24.09548,0.69100,0.00000,0.00000,0.93310,48.37905,81.14357,0.77311,3.09994,14553.62970,10597.67643,0.57860,0.46468,0.38965,0.39834,0.51475
15714,15.63482,0.08609,0.00000,0.00000,0.41699,30.48184,80.59953,1.24666,0.83312,13002.88769,12955.10342,0.21896,0.70417,0.44237,0.35857,0.47037
15715,17.77581,-0.41423,0.00000,0.00000,0.58252,34.84354,79.45709,1.87103,3.26212,13388.06449,8229.90349,0.57506,0.22603,0.80040,0.80542,0.82374
15716,9.88432,-0.73603,0.00000,0.00000,1.45479,27.95041,76.83334,3.57970,4.47274,8808.43064,7265.26937,0.24057,0.06481,0.88085,0.06325,0.17663
15717,13.07487,-0.13482,0.00000,0.00000,1.44623,34.05169,77.74854,1.12511,1.04445,5525.11145,12123.14196,0.04280,0.75516,0.61753,0.45688,0.69398
15718,24.88737,-0.01795,0.00000,0.00000,1.19868,49.74425,85.69387,2.81079,0.83357,10136.90265,11724.87129,0.44215,0.96329,0.18176,0.56799,0.30299
15719,17.01281,-0.57669,0.00000,0.00000,1.44062,40.37473,78.56005,2.02552,2.34139,10271.17457,4490.33740,0.56600,0.56697,0.27827,0.34322,0.88841
15720,13.40073,-0.50324,0.00000,0.00000,0.68322,29.05607,82.33414,3.59410,2.25723,9424.91983,8711.49276,0.64895,0.75727,0.52625,0.51610,0.19010
15721,2.99399,0.95479,0.00000,0.00000,0.86633,10.79479,88.22745,0.89332,2.49627,11562.50362,10569.68349,0.48918,0.35365,0.69824,0.48060,0.40262
15722,0.61513,-0.80910,0.00000,0.00000,1.06085,4.31687,82.47144,2.44440,0.72460,12998.56989,5018.72220,0.55267,0.31672,0.56950,0.96457,0.42447
15723,14.69955,0.85333,0.00000,0.00000,1.14549,32.78959,87.57897,1.55571,5.53114,7396.22018,14121.25489,0.64630,0.29527,0.60539,0.36975,0.91770
15724,6.96871,-0.64066,0.00000,0.00000,1.00295,21.40163,75.29795,1.72838,4.73679,11139.69173,4148.01947,0.04853,0.72886,0.16080,0.80631,0.80718
15725,11.73233,-0.02437,0.00000,0.00000,0.71571,26.24034,89.60344,4.49221,2.68223,13498.12732,14360.25721,0.04575,0.99987,0.49520,0.64704,0.48753
15726,4.13645,-0.72468,0.00000,0.00000,0.12094,11.45610,72.77945,1.78863,0.24052,10106.32517,7508.35955,0.67095,0.96936,0.39895,0.74144,0.28687
15727,2.92879,-0.92277,0.00000,0.00000,1.06247,11.39568,83.44235,3.53270,0.91807,10158.25075,6556.26228,0.85966,0.38224,0.51732,0.97481,0.20225
15728,18.99944,0.79265,0.00000,0.00000,1.02455,40.57547,77.68802,0.66584,3.52302,10728.91113,11315.50522,0.59654,0.40724,0.48834,0.00520,0.86889
15729,20.04338,0.74863,0.00000,0.00000,0.90407,39.40020,78.14670,1.13556,0.60296,5791.32056,8681.80142,0.25877,0.20547,0.23261,0.11549,0.48037
15730,5.08884,-0.15826,0.00000,0.00000,0.95984,16.24119,86.23828,4.66480,3.97124,14872.25116,3773.42453,0.65210,0.23433,0.72999,0.89128,0.00691
